date,state,categoryName,visitIndex,visitIndexOver65,visitIndexUnder65,rank
2020-03-20,Georgia,Bus,71.0,"",71.0,29
2020-03-20,Georgia,Beach,115.0,67.0,119.0,30
2020-03-20,Georgia,Spiritual Center,72.0,"",72.0,31
2020-03-20,Georgia,Light Rail Stations,84.0,"",84.0,32
2020-03-21,Georgia,Food,51.0,42.0,51.0,1
2020-03-21,Georgia,Shops & Services,55.0,49.0,56.0,2
2020-03-21,Georgia,Grocery,97.0,77.0,98.0,3
2020-03-21,Georgia,Gas Stations,84.0,77.0,84.0,4
2020-03-21,Georgia,Outdoors & Recreation,100.0,93.0,100.0,5
2020-03-21,Georgia,Big Box Stores,80.0,70.0,80.0,6
2020-03-21,Georgia,Fast Food Restaurants,63.0,52.0,63.0,7
2020-03-21,Georgia,Hardware Stores,120.0,103.0,121.0,8
2020-03-21,Georgia,Residences,81.0,79.0,81.0,9
2020-03-21,Georgia,Discount Stores,87.0,77.0,87.0,10
2020-03-21,Georgia,Professional & Other Places,63.0,61.0,63.0,11
2020-03-21,Georgia,Convenience Store,82.0,78.0,82.0,12
2020-03-21,Georgia,School,67.0,62.0,67.0,13
2020-03-21,Georgia,Medical,69.0,57.0,70.0,14
2020-03-21,Georgia,Drug Store,88.0,76.0,88.0,15
2020-03-21,Georgia,Nightlife Spots,50.0,50.0,50.0,16
2020-03-21,Georgia,Airport,35.0,23.0,35.0,17
2020-03-21,Georgia,Arts & Entertainment,42.0,39.0,42.0,18
2020-03-21,Georgia,Sports,79.0,82.0,79.0,19
2020-03-21,Georgia,Hotel,42.0,37.0,42.0,20
2020-03-21,Georgia,Travel & Transport,81.0,76.0,81.0,21
2020-03-21,Georgia,Office,71.0,64.0,71.0,22
2020-03-21,Georgia,Alcohol,93.0,71.0,93.0,23
2020-03-21,Georgia,Colleges & Universities,53.0,51.0,53.0,24
2020-03-21,Georgia,Government,78.0,78.0,78.0,25
2020-03-21,Georgia,Fitness Center,40.0,35.0,40.0,26
2020-03-21,Georgia,Banks,68.0,61.0,68.0,27
2020-03-21,Georgia,Metro Stations,52.0,"",52.0,28
2020-03-21,Georgia,Beach,96.0,"",99.0,29
2020-03-21,Georgia,Bus,76.0,"",77.0,30
2020-03-21,Georgia,Spiritual Center,57.0,"",57.0,31
2020-03-22,Georgia,Food,44.0,34.0,45.0,1
2020-03-22,Georgia,Shops & Services,48.0,41.0,48.0,2
2020-03-22,Georgia,Grocery,79.0,70.0,79.0,3
2020-03-22,Georgia,Gas Stations,73.0,64.0,73.0,4
2020-03-22,Georgia,Outdoors & Recreation,77.0,74.0,78.0,5
2020-03-22,Georgia,Big Box Stores,71.0,63.0,71.0,6
2020-03-22,Georgia,Fast Food Restaurants,58.0,47.0,58.0,7
2020-03-22,Georgia,Residences,69.0,66.0,69.0,8
2020-03-22,Georgia,Hardware Stores,104.0,83.0,105.0,9
2020-03-22,Georgia,Discount Stores,77.0,58.0,77.0,10
2020-03-22,Georgia,Convenience Store,69.0,59.0,69.0,11
2020-03-22,Georgia,Professional & Other Places,57.0,49.0,57.0,12
2020-03-22,Georgia,School,70.0,54.0,71.0,13
2020-03-22,Georgia,Medical,63.0,43.0,64.0,14
2020-03-22,Georgia,Drug Store,81.0,72.0,81.0,15
2020-03-22,Georgia,Airport,28.0,18.0,28.0,16
2020-03-22,Georgia,Nightlife Spots,38.0,42.0,38.0,17
2020-03-22,Georgia,Hotel,42.0,35.0,42.0,18
2020-03-22,Georgia,Arts & Entertainment,36.0,37.0,36.0,19
2020-03-22,Georgia,Sports,63.0,61.0,63.0,20
2020-03-22,Georgia,Travel & Transport,70.0,73.0,70.0,21
2020-03-22,Georgia,Office,68.0,55.0,68.0,22
2020-03-22,Georgia,Colleges & Universities,53.0,67.0,53.0,23
2020-03-22,Georgia,Government,66.0,59.0,67.0,24
2020-03-22,Georgia,Alcohol,72.0,59.0,72.0,25
2020-03-22,Georgia,Fitness Center,36.0,30.0,36.0,26
2020-03-22,Georgia,Banks,68.0,50.0,68.0,27
2020-03-22,Georgia,Metro Stations,43.0,"",44.0,28
2020-03-22,Georgia,Bus,82.0,"",82.0,29
2020-03-22,Georgia,Beach,58.0,"",59.0,30
2020-03-22,Georgia,Spiritual Center,42.0,"",42.0,31
2020-03-23,Georgia,Food,54.0,44.0,55.0,1
2020-03-23,Georgia,Shops & Services,62.0,49.0,63.0,2
2020-03-23,Georgia,Grocery,93.0,82.0,94.0,3
2020-03-23,Georgia,Gas Stations,75.0,67.0,76.0,4
2020-03-23,Georgia,Fast Food Restaurants,61.0,49.0,62.0,5
2020-03-23,Georgia,Medical,58.0,43.0,59.0,6
2020-03-23,Georgia,Outdoors & Recreation,72.0,62.0,73.0,7
2020-03-23,Georgia,Big Box Stores,80.0,64.0,81.0,8
2020-03-23,Georgia,Professional & Other Places,70.0,59.0,70.0,9
2020-03-23,Georgia,Residences,71.0,56.0,72.0,10
2020-03-23,Georgia,Convenience Store,75.0,60.0,75.0,11
2020-03-23,Georgia,School,38.0,40.0,38.0,12
2020-03-23,Georgia,Discount Stores,88.0,75.0,89.0,13
2020-03-23,Georgia,Office,54.0,52.0,54.0,14
2020-03-23,Georgia,Hardware Stores,84.0,63.0,85.0,15
2020-03-23,Georgia,Drug Store,84.0,68.0,85.0,16
2020-03-23,Georgia,Airport,23.0,17.0,23.0,17
2020-03-23,Georgia,Government,59.0,52.0,59.0,18
2020-03-23,Georgia,Hotel,51.0,43.0,52.0,19
2020-03-23,Georgia,Nightlife Spots,58.0,52.0,58.0,20
2020-03-23,Georgia,Travel & Transport,67.0,63.0,67.0,21
2020-03-23,Georgia,Arts & Entertainment,55.0,55.0,55.0,22
2020-03-23,Georgia,Colleges & Universities,30.0,46.0,29.0,23
2020-03-23,Georgia,Sports,64.0,47.0,65.0,24
2020-03-23,Georgia,Banks,68.0,61.0,68.0,25
2020-03-23,Georgia,Fitness Center,34.0,27.0,35.0,26
2020-03-23,Georgia,Alcohol,90.0,78.0,90.0,27
2020-03-23,Georgia,Metro Stations,40.0,"",40.0,28
2020-03-23,Georgia,Bus,59.0,"",59.0,29
2020-03-23,Georgia,Beach,65.0,"",67.0,30
2020-03-23,Georgia,Light Rail Stations,78.0,"",78.0,31
2020-03-24,Georgia,Food,51.0,39.0,52.0,1
2020-03-24,Georgia,Shops & Services,59.0,46.0,59.0,2
2020-03-24,Georgia,Grocery,85.0,76.0,85.0,3
2020-03-24,Georgia,Gas Stations,74.0,63.0,75.0,4
2020-03-24,Georgia,Outdoors & Recreation,82.0,70.0,82.0,5
2020-03-24,Georgia,Fast Food Restaurants,59.0,49.0,60.0,6
2020-03-24,Georgia,Medical,54.0,40.0,54.0,7
2020-03-24,Georgia,Professional & Other Places,65.0,56.0,66.0,8
2020-03-24,Georgia,Big Box Stores,78.0,64.0,79.0,9
2020-03-24,Georgia,Residences,73.0,64.0,74.0,10
2020-03-24,Georgia,School,35.0,37.0,35.0,11
2020-03-24,Georgia,Convenience Store,72.0,60.0,72.0,12
2020-03-24,Georgia,Discount Stores,78.0,63.0,79.0,13
2020-03-24,Georgia,Office,50.0,53.0,50.0,14
2020-03-24,Georgia,Hardware Stores,88.0,68.0,90.0,15
2020-03-24,Georgia,Drug Store,79.0,67.0,80.0,16
2020-03-24,Georgia,Government,51.0,46.0,51.0,17
2020-03-24,Georgia,Airport,25.0,16.0,25.0,18
2020-03-24,Georgia,Hotel,46.0,47.0,46.0,19
2020-03-24,Georgia,Arts & Entertainment,55.0,52.0,55.0,20
2020-03-24,Georgia,Nightlife Spots,55.0,53.0,55.0,21
2020-03-24,Georgia,Sports,71.0,59.0,71.0,22
2020-03-24,Georgia,Travel & Transport,68.0,63.0,68.0,23
2020-03-24,Georgia,Colleges & Universities,28.0,45.0,28.0,24
2020-03-24,Georgia,Banks,60.0,50.0,60.0,25
2020-03-24,Georgia,Fitness Center,29.0,26.0,30.0,26
2020-03-24,Georgia,Alcohol,89.0,72.0,90.0,27
2020-03-24,Georgia,Metro Stations,33.0,"",33.0,28
2020-03-24,Georgia,Bus,63.0,"",63.0,29
2020-03-24,Georgia,Beach,69.0,"",71.0,30
2020-03-24,Georgia,Light Rail Stations,75.0,"",76.0,31
2020-03-24,Georgia,Spiritual Center,61.0,"",61.0,32
2020-03-25,Georgia,Food,52.0,40.0,53.0,1
2020-03-25,Georgia,Shops & Services,60.0,47.0,60.0,2
2020-03-25,Georgia,Gas Stations,79.0,68.0,79.0,3
2020-03-25,Georgia,Grocery,83.0,71.0,84.0,4
2020-03-25,Georgia,Outdoors & Recreation,94.0,86.0,95.0,5
2020-03-25,Georgia,Fast Food Restaurants,62.0,51.0,62.0,6
2020-03-25,Georgia,Professional & Other Places,70.0,63.0,70.0,7
2020-03-25,Georgia,Medical,53.0,38.0,53.0,8
2020-03-25,Georgia,Big Box Stores,73.0,58.0,74.0,9
2020-03-25,Georgia,Residences,80.0,74.0,80.0,10
2020-03-25,Georgia,School,38.0,44.0,38.0,11
2020-03-25,Georgia,Convenience Store,77.0,65.0,77.0,12
2020-03-25,Georgia,Discount Stores,82.0,69.0,83.0,13
2020-03-25,Georgia,Hardware Stores,99.0,85.0,99.0,14
2020-03-25,Georgia,Office,49.0,48.0,49.0,15
2020-03-25,Georgia,Drug Store,76.0,67.0,76.0,16
2020-03-25,Georgia,Sports,83.0,76.0,83.0,17
2020-03-25,Georgia,Government,53.0,49.0,53.0,18
2020-03-25,Georgia,Arts & Entertainment,56.0,55.0,56.0,19
2020-03-25,Georgia,Hotel,48.0,43.0,48.0,20
2020-03-25,Georgia,Nightlife Spots,54.0,55.0,54.0,21
2020-03-25,Georgia,Travel & Transport,74.0,70.0,74.0,22
2020-03-25,Georgia,Airport,23.0,15.0,23.0,23
2020-03-25,Georgia,Colleges & Universities,29.0,41.0,29.0,24
2020-03-25,Georgia,Banks,63.0,56.0,64.0,25
2020-03-25,Georgia,Fitness Center,30.0,26.0,30.0,26
2020-03-25,Georgia,Alcohol,91.0,76.0,92.0,27
2020-03-25,Georgia,Metro Stations,41.0,"",41.0,28
2020-03-25,Georgia,Bus,61.0,"",61.0,29
2020-03-25,Georgia,Beach,85.0,"",87.0,30
2020-03-25,Georgia,Spiritual Center,64.0,"",62.0,31
2020-03-25,Georgia,Light Rail Stations,69.0,"",69.0,32
2020-03-26,Georgia,Food,53.0,42.0,53.0,1
2020-03-26,Georgia,Shops & Services,61.0,52.0,61.0,2
2020-03-26,Georgia,Gas Stations,78.0,67.0,79.0,3
2020-03-26,Georgia,Grocery,84.0,75.0,85.0,4
2020-03-26,Georgia,Outdoors & Recreation,107.0,100.0,107.0,5
2020-03-26,Georgia,Fast Food Restaurants,62.0,54.0,62.0,6
2020-03-26,Georgia,Professional & Other Places,70.0,64.0,70.0,7
2020-03-26,Georgia,Big Box Stores,75.0,65.0,75.0,8
2020-03-26,Georgia,Medical,54.0,41.0,55.0,9
2020-03-26,Georgia,Residences,91.0,92.0,91.0,10
2020-03-26,Georgia,School,40.0,45.0,39.0,11
2020-03-26,Georgia,Convenience Store,79.0,71.0,79.0,12
2020-03-26,Georgia,Hardware Stores,112.0,104.0,112.0,13
2020-03-26,Georgia,Discount Stores,84.0,73.0,84.0,14
2020-03-26,Georgia,Office,51.0,54.0,51.0,15
2020-03-26,Georgia,Drug Store,75.0,63.0,75.0,16
2020-03-26,Georgia,Sports,94.0,104.0,94.0,17
2020-03-26,Georgia,Arts & Entertainment,61.0,58.0,61.0,18
2020-03-26,Georgia,Government,55.0,53.0,55.0,19
2020-03-26,Georgia,Hotel,46.0,44.0,46.0,20
2020-03-26,Georgia,Nightlife Spots,54.0,53.0,54.0,21
2020-03-26,Georgia,Travel & Transport,72.0,64.0,72.0,22
2020-03-26,Georgia,Airport,21.0,15.0,21.0,23
2020-03-26,Georgia,Colleges & Universities,30.0,48.0,30.0,24
2020-03-26,Georgia,Banks,65.0,59.0,65.0,25
2020-03-26,Georgia,Fitness Center,34.0,32.0,34.0,26
2020-03-26,Georgia,Alcohol,93.0,83.0,93.0,27
2020-03-26,Georgia,Metro Stations,41.0,"",42.0,28
2020-03-26,Georgia,Bus,56.0,"",56.0,29
2020-03-26,Georgia,Beach,93.0,66.0,95.0,30
2020-03-26,Georgia,Spiritual Center,58.0,"",59.0,31
2020-03-26,Georgia,Light Rail Stations,69.0,"",70.0,32
2020-03-27,Georgia,Food,50.0,38.0,50.0,1
2020-03-27,Georgia,Shops & Services,56.0,44.0,56.0,2
2020-03-27,Georgia,Gas Stations,74.0,62.0,75.0,3
2020-03-27,Georgia,Grocery,80.0,63.0,81.0,4
2020-03-27,Georgia,Outdoors & Recreation,97.0,85.0,98.0,5
2020-03-27,Georgia,Fast Food Restaurants,62.0,53.0,63.0,6
2020-03-27,Georgia,Big Box Stores,72.0,58.0,73.0,7
2020-03-27,Georgia,Professional & Other Places,67.0,60.0,68.0,8
2020-03-27,Georgia,Medical,55.0,41.0,56.0,9
2020-03-27,Georgia,Residences,81.0,79.0,81.0,10
2020-03-27,Georgia,Convenience Store,77.0,65.0,77.0,11
2020-03-27,Georgia,School,41.0,46.0,41.0,12
2020-03-27,Georgia,Hardware Stores,110.0,93.0,111.0,13
2020-03-27,Georgia,Discount Stores,78.0,67.0,79.0,14
2020-03-27,Georgia,Office,54.0,53.0,54.0,15
2020-03-27,Georgia,Drug Store,75.0,60.0,76.0,16
2020-03-27,Georgia,Sports,89.0,86.0,89.0,17
2020-03-27,Georgia,Arts & Entertainment,53.0,50.0,53.0,18
2020-03-27,Georgia,Nightlife Spots,52.0,50.0,52.0,19
2020-03-27,Georgia,Hotel,44.0,36.0,44.0,20
2020-03-27,Georgia,Government,55.0,54.0,55.0,21
2020-03-27,Georgia,Travel & Transport,64.0,54.0,65.0,22
2020-03-27,Georgia,Banks,64.0,49.0,65.0,23
2020-03-27,Georgia,Airport,18.0,11.0,18.0,24
2020-03-27,Georgia,Colleges & Universities,35.0,47.0,34.0,25
2020-03-27,Georgia,Alcohol,86.0,67.0,87.0,26
2020-03-27,Georgia,Fitness Center,36.0,29.0,36.0,27
2020-03-27,Georgia,Metro Stations,40.0,"",40.0,28
2020-03-27,Georgia,Bus,62.0,"",62.0,29
2020-03-27,Georgia,Beach,85.0,"",88.0,30
2020-03-27,Georgia,Spiritual Center,70.0,"",71.0,31
2020-03-27,Georgia,Light Rail Stations,87.0,"",88.0,32
2020-03-28,Georgia,Food,43.0,33.0,43.0,1
2020-03-28,Georgia,Shops & Services,46.0,38.0,46.0,2
2020-03-28,Georgia,Grocery,81.0,65.0,82.0,3
2020-03-28,Georgia,Gas Stations,75.0,63.0,76.0,4
2020-03-28,Georgia,Outdoors & Recreation,93.0,81.0,93.0,5
2020-03-28,Georgia,Fast Food Restaurants,61.0,51.0,61.0,6
2020-03-28,Georgia,Big Box Stores,71.0,56.0,72.0,7
2020-03-28,Georgia,Hardware Stores,116.0,92.0,117.0,8
2020-03-28,Georgia,Residences,73.0,70.0,73.0,9
2020-03-28,Georgia,Professional & Other Places,60.0,54.0,60.0,10
2020-03-28,Georgia,Discount Stores,75.0,59.0,76.0,11
2020-03-28,Georgia,Convenience Store,72.0,61.0,73.0,12
2020-03-28,Georgia,School,63.0,58.0,64.0,13
2020-03-28,Georgia,Medical,62.0,55.0,62.0,14
2020-03-28,Georgia,Drug Store,78.0,63.0,78.0,15
2020-03-28,Georgia,Sports,69.0,73.0,69.0,16
2020-03-28,Georgia,Nightlife Spots,38.0,41.0,37.0,17
2020-03-28,Georgia,Arts & Entertainment,37.0,33.0,37.0,18
2020-03-28,Georgia,Hotel,34.0,28.0,34.0,19
2020-03-28,Georgia,Travel & Transport,66.0,58.0,67.0,20
2020-03-28,Georgia,Office,65.0,58.0,65.0,21
2020-03-28,Georgia,Airport,20.0,11.0,20.0,22
2020-03-28,Georgia,Alcohol,84.0,74.0,84.0,23
2020-03-28,Georgia,Government,71.0,62.0,71.0,24
2020-03-28,Georgia,Banks,65.0,64.0,65.0,25
2020-03-28,Georgia,Colleges & Universities,43.0,46.0,43.0,26
2020-03-28,Georgia,Fitness Center,30.0,28.0,31.0,27
2020-03-28,Georgia,Metro Stations,40.0,"",40.0,28
2020-03-28,Georgia,Beach,76.0,"",78.0,29
2020-03-28,Georgia,Bus,63.0,"",63.0,30
2020-03-28,Georgia,Spiritual Center,57.0,"",57.0,31
2020-03-29,Georgia,Food,35.0,28.0,35.0,1
2020-03-29,Georgia,Shops & Services,40.0,36.0,40.0,2
2020-03-29,Georgia,Grocery,61.0,56.0,61.0,3
2020-03-29,Georgia,Gas Stations,63.0,57.0,63.0,4
2020-03-29,Georgia,Outdoors & Recreation,72.0,66.0,73.0,5
2020-03-29,Georgia,Big Box Stores,59.0,55.0,59.0,6
2020-03-29,Georgia,Fast Food Restaurants,54.0,43.0,54.0,7
2020-03-29,Georgia,Hardware Stores,100.0,86.0,100.0,8
2020-03-29,Georgia,Residences,56.0,58.0,56.0,9
2020-03-29,Georgia,Discount Stores,62.0,54.0,62.0,10
2020-03-29,Georgia,Convenience Store,60.0,54.0,61.0,11
2020-03-29,Georgia,Professional & Other Places,48.0,45.0,49.0,12
2020-03-29,Georgia,School,59.0,52.0,59.0,13
2020-03-29,Georgia,Medical,54.0,44.0,54.0,14
2020-03-29,Georgia,Drug Store,65.0,57.0,65.0,15
2020-03-29,Georgia,Sports,56.0,62.0,56.0,16
2020-03-29,Georgia,Nightlife Spots,30.0,38.0,30.0,17
2020-03-29,Georgia,Arts & Entertainment,31.0,32.0,31.0,18
2020-03-29,Georgia,Hotel,29.0,21.0,29.0,19
2020-03-29,Georgia,Travel & Transport,54.0,54.0,54.0,20
2020-03-29,Georgia,Airport,15.0,8.0,15.0,21
2020-03-29,Georgia,Office,57.0,48.0,57.0,22
2020-03-29,Georgia,Government,65.0,53.0,65.0,23
2020-03-29,Georgia,Colleges & Universities,45.0,49.0,45.0,24
2020-03-29,Georgia,Alcohol,63.0,62.0,63.0,25
2020-03-29,Georgia,Fitness Center,30.0,30.0,30.0,26
2020-03-29,Georgia,Banks,55.0,40.0,56.0,27
2020-03-29,Georgia,Metro Stations,33.0,"",33.0,28
2020-03-29,Georgia,Bus,69.0,"",68.0,29
2020-03-29,Georgia,Beach,62.0,"",64.0,30
2020-03-29,Georgia,Spiritual Center,43.0,"",42.0,31
2020-03-30,Georgia,Food,51.0,40.0,51.0,1
2020-03-30,Georgia,Shops & Services,60.0,47.0,61.0,2
2020-03-30,Georgia,Gas Stations,73.0,64.0,73.0,3
2020-03-30,Georgia,Grocery,77.0,66.0,78.0,4
2020-03-30,Georgia,Outdoors & Recreation,87.0,81.0,87.0,5
2020-03-30,Georgia,Fast Food Restaurants,62.0,50.0,63.0,6
2020-03-30,Georgia,Medical,52.0,39.0,52.0,7
2020-03-30,Georgia,Professional & Other Places,67.0,62.0,67.0,8
2020-03-30,Georgia,Big Box Stores,72.0,62.0,73.0,9
2020-03-30,Georgia,Residences,72.0,68.0,72.0,10
2020-03-30,Georgia,School,41.0,42.0,41.0,11
2020-03-30,Georgia,Convenience Store,72.0,62.0,73.0,12
2020-03-30,Georgia,Hardware Stores,109.0,90.0,110.0,13
2020-03-30,Georgia,Discount Stores,80.0,68.0,80.0,14
2020-03-30,Georgia,Office,48.0,48.0,48.0,15
2020-03-30,Georgia,Drug Store,75.0,60.0,76.0,16
2020-03-30,Georgia,Government,55.0,54.0,55.0,17
2020-03-30,Georgia,Sports,80.0,69.0,81.0,18
2020-03-30,Georgia,Arts & Entertainment,56.0,60.0,56.0,19
2020-03-30,Georgia,Nightlife Spots,52.0,50.0,52.0,20
2020-03-30,Georgia,Travel & Transport,62.0,56.0,62.0,21
2020-03-30,Georgia,Hotel,42.0,36.0,43.0,22
2020-03-30,Georgia,Colleges & Universities,27.0,50.0,27.0,23
2020-03-30,Georgia,Airport,16.0,12.0,16.0,24
2020-03-30,Georgia,Banks,70.0,52.0,70.0,25
2020-03-30,Georgia,Fitness Center,31.0,23.0,31.0,26
2020-03-30,Georgia,Alcohol,87.0,76.0,88.0,27
2020-03-30,Georgia,Metro Stations,37.0,"",37.0,28
2020-03-30,Georgia,Bus,52.0,"",52.0,29
2020-03-30,Georgia,Beach,76.0,"",76.0,30
2020-03-30,Georgia,Light Rail Stations,79.0,"",79.0,31
2020-03-31,Georgia,Food,45.0,33.0,46.0,1
2020-03-31,Georgia,Shops & Services,51.0,41.0,52.0,2
2020-03-31,Georgia,Grocery,75.0,66.0,75.0,3
2020-03-31,Georgia,Gas Stations,67.0,57.0,68.0,4
2020-03-31,Georgia,Fast Food Restaurants,58.0,46.0,58.0,5
2020-03-31,Georgia,Outdoors & Recreation,69.0,60.0,69.0,6
2020-03-31,Georgia,Professional & Other Places,58.0,51.0,58.0,7
2020-03-31,Georgia,Big Box Stores,69.0,59.0,69.0,8
2020-03-31,Georgia,Medical,44.0,34.0,44.0,9
2020-03-31,Georgia,Residences,62.0,52.0,63.0,10
2020-03-31,Georgia,Convenience Store,64.0,54.0,64.0,11
2020-03-31,Georgia,School,29.0,31.0,29.0,12
2020-03-31,Georgia,Hardware Stores,87.0,62.0,88.0,13
2020-03-31,Georgia,Discount Stores,67.0,54.0,68.0,14
2020-03-31,Georgia,Office,42.0,43.0,42.0,15
2020-03-31,Georgia,Drug Store,66.0,56.0,67.0,16
2020-03-31,Georgia,Government,43.0,45.0,43.0,17
2020-03-31,Georgia,Arts & Entertainment,46.0,43.0,46.0,18
2020-03-31,Georgia,Sports,62.0,51.0,62.0,19
2020-03-31,Georgia,Airport,18.0,11.0,18.0,20
2020-03-31,Georgia,Travel & Transport,58.0,53.0,58.0,21
2020-03-31,Georgia,Nightlife Spots,45.0,45.0,45.0,22
2020-03-31,Georgia,Hotel,36.0,29.0,36.0,23
2020-03-31,Georgia,Banks,65.0,54.0,65.0,24
2020-03-31,Georgia,Colleges & Universities,22.0,36.0,22.0,25
2020-03-31,Georgia,Fitness Center,24.0,22.0,24.0,26
2020-03-31,Georgia,Alcohol,77.0,62.0,78.0,27
2020-03-31,Georgia,Metro Stations,35.0,"",35.0,28
2020-03-31,Georgia,Bus,45.0,"",45.0,29
2020-03-31,Georgia,Beach,59.0,"",60.0,30
2020-03-31,Georgia,Spiritual Center,63.0,"",63.0,31
2020-04-01,Georgia,Food,49.0,39.0,49.0,1
2020-04-01,Georgia,Shops & Services,56.0,45.0,57.0,2
2020-04-01,Georgia,Grocery,85.0,70.0,86.0,3
2020-04-01,Georgia,Gas Stations,72.0,62.0,73.0,4
2020-04-01,Georgia,Fast Food Restaurants,61.0,50.0,61.0,5
2020-04-01,Georgia,Outdoors & Recreation,79.0,74.0,79.0,6
2020-04-01,Georgia,Big Box Stores,77.0,63.0,78.0,7
2020-04-01,Georgia,Professional & Other Places,62.0,57.0,63.0,8
2020-04-01,Georgia,Medical,47.0,36.0,48.0,9
2020-04-01,Georgia,Residences,70.0,65.0,71.0,10
2020-04-01,Georgia,Convenience Store,72.0,56.0,73.0,11
2020-04-01,Georgia,School,33.0,39.0,33.0,12
2020-04-01,Georgia,Hardware Stores,99.0,78.0,100.0,13
2020-04-01,Georgia,Discount Stores,79.0,63.0,80.0,14
2020-04-01,Georgia,Office,43.0,49.0,43.0,15
2020-04-01,Georgia,Drug Store,76.0,70.0,76.0,16
2020-04-01,Georgia,Government,50.0,51.0,50.0,17
2020-04-01,Georgia,Sports,74.0,66.0,75.0,18
2020-04-01,Georgia,Arts & Entertainment,49.0,53.0,49.0,19
2020-04-01,Georgia,Nightlife Spots,48.0,50.0,47.0,20
2020-04-01,Georgia,Hotel,39.0,32.0,39.0,21
2020-04-01,Georgia,Banks,76.0,75.0,76.0,22
2020-04-01,Georgia,Travel & Transport,60.0,56.0,60.0,23
2020-04-01,Georgia,Colleges & Universities,24.0,42.0,23.0,24
2020-04-01,Georgia,Airport,17.0,12.0,18.0,25
2020-04-01,Georgia,Fitness Center,28.0,29.0,28.0,26
2020-04-01,Georgia,Alcohol,92.0,74.0,92.0,27
2020-04-01,Georgia,Metro Stations,36.0,"",36.0,28
2020-04-01,Georgia,Bus,51.0,"",51.0,29
2020-04-01,Georgia,Beach,72.0,"",74.0,30
2020-04-01,Georgia,Spiritual Center,60.0,"",60.0,31
2020-04-02,Georgia,Food,49.0,41.0,49.0,1
2020-04-02,Georgia,Shops & Services,60.0,56.0,60.0,2
2020-04-02,Georgia,Grocery,98.0,89.0,98.0,3
2020-04-02,Georgia,Gas Stations,75.0,71.0,75.0,4
2020-04-02,Georgia,Fast Food Restaurants,60.0,54.0,60.0,5
2020-04-02,Georgia,Outdoors & Recreation,90.0,88.0,90.0,6
2020-04-02,Georgia,Big Box Stores,80.0,73.0,80.0,7
2020-04-02,Georgia,Professional & Other Places,62.0,63.0,62.0,8
2020-04-02,Georgia,Medical,47.0,38.0,48.0,9
2020-04-02,Georgia,Residences,75.0,80.0,75.0,10
2020-04-02,Georgia,Hardware Stores,116.0,103.0,116.0,11
2020-04-02,Georgia,Convenience Store,74.0,70.0,75.0,12
2020-04-02,Georgia,Discount Stores,86.0,83.0,86.0,13
2020-04-02,Georgia,School,33.0,39.0,33.0,14
2020-04-02,Georgia,Office,44.0,48.0,44.0,15
2020-04-02,Georgia,Drug Store,79.0,73.0,79.0,16
2020-04-02,Georgia,Sports,83.0,92.0,82.0,17
2020-04-02,Georgia,Government,49.0,47.0,49.0,18
2020-04-02,Georgia,Arts & Entertainment,50.0,53.0,50.0,19
2020-04-02,Georgia,Nightlife Spots,49.0,57.0,49.0,20
2020-04-02,Georgia,Banks,80.0,82.0,80.0,21
2020-04-02,Georgia,Hotel,37.0,35.0,37.0,22
2020-04-02,Georgia,Travel & Transport,61.0,56.0,61.0,23
2020-04-02,Georgia,Colleges & Universities,25.0,43.0,24.0,24
2020-04-02,Georgia,Airport,14.0,11.0,14.0,25
2020-04-02,Georgia,Alcohol,104.0,102.0,105.0,26
2020-04-02,Georgia,Fitness Center,28.0,28.0,28.0,27
2020-04-02,Georgia,Metro Stations,33.0,"",33.0,28
2020-04-02,Georgia,Bus,52.0,"",52.0,29
2020-04-02,Georgia,Beach,76.0,"",80.0,30
2020-04-02,Georgia,Spiritual Center,63.0,"",63.0,31
2020-04-03,Georgia,Food,44.0,36.0,45.0,1
2020-04-03,Georgia,Shops & Services,51.0,42.0,51.0,2
2020-04-03,Georgia,Grocery,85.0,67.0,86.0,3
2020-04-03,Georgia,Gas Stations,68.0,60.0,69.0,4
2020-04-03,Georgia,Fast Food Restaurants,56.0,49.0,56.0,5
2020-04-03,Georgia,Outdoors & Recreation,79.0,75.0,79.0,6
2020-04-03,Georgia,Big Box Stores,69.0,55.0,69.0,7
2020-04-03,Georgia,Professional & Other Places,61.0,58.0,61.0,8
2020-04-03,Georgia,Medical,48.0,37.0,49.0,9
2020-04-03,Georgia,Hardware Stores,111.0,93.0,112.0,10
2020-04-03,Georgia,Convenience Store,71.0,63.0,72.0,11
2020-04-03,Georgia,Residences,67.0,67.0,67.0,12
2020-04-03,Georgia,Discount Stores,79.0,64.0,80.0,13
2020-04-03,Georgia,School,35.0,43.0,35.0,14
2020-04-03,Georgia,Drug Store,77.0,68.0,78.0,15
2020-04-03,Georgia,Office,46.0,48.0,46.0,16
2020-04-03,Georgia,Banks,78.0,73.0,78.0,17
2020-04-03,Georgia,Nightlife Spots,45.0,48.0,45.0,18
2020-04-03,Georgia,Sports,71.0,76.0,71.0,19
2020-04-03,Georgia,Arts & Entertainment,44.0,43.0,44.0,20
2020-04-03,Georgia,Government,48.0,47.0,48.0,21
2020-04-03,Georgia,Travel & Transport,56.0,53.0,57.0,22
2020-04-03,Georgia,Hotel,32.0,27.0,33.0,23
2020-04-03,Georgia,Alcohol,89.0,80.0,89.0,24
